votdst,GEOID20,TAPERSONS,total_TAPERSONS,fraction
1925,530330094002024,30,766,0.0391644908616188
1925,530330094002025,44,766,0.057441253263707574
1925,530330094002026,51,766,0.06657963446475196
1925,530330094002027,37,766,0.048302872062663184
1925,530330094002028,10,766,0.013054830287206266
1925,530330094002029,41,766,0.05352480417754569
1925,530330094002030,31,766,0.04046997389033943
1925,530330094002031,28,766,0.03655352480417755
1925,530330094002032,37,766,0.048302872062663184
1925,530330094002037,88,766,0.11488250652741515
1925,530330094002038,30,766,0.0391644908616188
1925,530330094002039,37,766,0.048302872062663184
1925,530330094002041,7,766,0.009138381201044387
1925,530330094002044,69,766,0.09007832898172324
1925,530330094002045,26,766,0.033942558746736295
1925,530330094002046,67,766,0.08746736292428199
1925,530330094002047,86,766,0.1122715404699739
1927,530330100022000,71,946,0.07505285412262157
1927,530330100022001,247,946,0.26109936575052856
1927,530330100022002,212,946,0.22410147991543342
1927,530330100022005,54,946,0.05708245243128964
1927,530330100022006,64,946,0.06765327695560254
1927,530330100022007,23,946,0.024312896405919663
1927,530330100022008,34,946,0.035940803382663845
1927,530330100022009,38,946,0.040169133192389
1927,530330100022010,26,946,0.02748414376321353
1927,530330100022011,50,946,0.052854122621564484
1927,530330100022012,6,946,0.006342494714587738
1927,530330100022015,30,946,0.03171247357293869
1927,530330100022016,51,946,0.05391120507399577
1927,530330100022017,40,946,0.042283298097251586
1928,530330093002048,18,907,0.019845644983461964
1928,530330093003006,54,907,0.05953693495038589
1928,530330093003019,29,907,0.03197353914002205
1928,530330093003022,23,907,0.025358324145534728
1928,530330093003025,25,907,0.027563395810363836
1928,530330093003027,23,907,0.025358324145534728
1928,530330093003031,23,907,0.025358324145534728
1928,530330093003044,20,907,0.022050716648291068
1928,530330093003055,7,907,0.007717750826901874
1928,530330093003058,5,907,0.005512679162072767
1928,530330093003063,11,907,0.012127894156560088
1928,530330093003066,13,907,0.014332965821389196
1928,530330093003081,16,907,0.017640573318632856
1928,530330093003082,16,907,0.017640573318632856
1928,530330093003087,12,907,0.013230429988974642
1928,530330093003088,24,907,0.026460859977949284
1928,530330093003120,4,907,0.004410143329658214
1928,530330093003123,9,907,0.009922822491730982
1928,530330093003124,3,907,0.0033076074972436605
1928,530330093003128,9,907,0.009922822491730982
1928,530330093003130,1,907,0.0011025358324145535
1928,530330093003135,9,907,0.009922822491730982
1928,530330093003139,4,907,0.004410143329658214
1928,530330093003161,25,907,0.027563395810363836
1928,530330109002000,20,907,0.022050716648291068
1928,530330109002002,14,907,0.015435501653803748
1928,530330109002008,4,907,0.004410143329658214
1928,530330109002011,7,907,0.007717750826901874
1928,530330109002013,8,907,0.008820286659316428
1928,530330109002018,8,907,0.008820286659316428
1928,530330109002021,28,907,0.030871003307607496
1928,530330109002023,5,907,0.005512679162072767
1928,530330109002024,4,907,0.004410143329658214
1928,530330109002025,16,907,0.017640573318632856
1928,530330109002031,18,907,0.019845644983461964
1928,530330109002032,11,907,0.012127894156560088
1928,530330109002033,10,907,0.011025358324145534
1928,530330109002035,10,907,0.011025358324145534
1928,530330109002036,6,907,0.006615214994487321
1928,530330109002037,19,907,0.020948180815876516
1928,530330109002041,7,907,0.007717750826901874
1928,530330109002042,8,907,0.008820286659316428
1928,530330109002043,19,907,0.020948180815876516
1928,530330109002044,1,907,0.0011025358324145535
1928,530330109002047,3,907,0.0033076074972436605
1928,530330109002048,7,907,0.007717750826901874
1928,530330109002049,11,907,0.012127894156560088
1928,530330109002054,65,907,0.07166482910694598
1928,530330109002055,57,907,0.06284454244762955
1928,530330109002057,10,907,0.011025358324145534
1928,530330109002061,6,907,0.006615214994487321
1928,530330109002062,19,907,0.020948180815876516
1928,530330109002063,2,907,0.002205071664829107
1928,530330109002064,68,907,0.07497243660418963
1928,530330109002065,3,907,0.0033076074972436605
1928,530330109002073,25,907,0.027563395810363836
1928,530330109002102,18,907,0.019845644983461964
1928,530330109002106,7,907,0.007717750826901874
1930,530330100023003,54,1418,0.0380818053596615
1930,530330100023004,27,1418,0.01904090267983075
1930,530330100023005,22,1418,0.015514809590973202
1930,530330100023006,251,1418,0.1770098730606488
1930,530330100023007,47,1418,0.03314527503526093
1930,530330100023008,84,1418,0.05923836389280677
1930,530330100023009,42,1418,0.029619181946403384
1930,530330100023010,29,1418,0.020451339915373765
1930,530330100023011,56,1418,0.039492242595204514
1930,530330100023018,13,1418,0.009167842031029619
1930,530330100023019,47,1418,0.03314527503526093
1930,530330100023020,32,1418,0.022566995768688293
1930,530330100023021,24,1418,0.01692524682651622
1930,530330100023023,52,1418,0.036671368124118475
1930,530330100023024,35,1418,0.02468265162200282
1930,530330100023025,33,1418,0.0232722143864598
1930,530330100023026,34,1418,0.023977433004231313
1930,530330100023030,41,1418,0.028913963328631876
1930,530330100023031,26,1418,0.018335684062059238
1930,530330100023032,28,1418,0.019746121297602257
1930,530330100023033,69,1418,0.04866008462623413
1930,530330100023034,68,1418,0.047954866008462625
1930,530330100023035,71,1418,0.05007052186177715
1930,530330100023036,83,1418,0.05853314527503526
1930,530330100023037,15,1418,0.010578279266572637
1930,530330100023038,34,1418,0.023977433004231313
1930,530330100023039,26,1418,0.018335684062059238
1930,530330100023040,35,1418,0.02468265162200282
1930,530330100023041,40,1418,0.028208744710860368
1932,530330100011001,107,824,0.12985436893203883
1932,530330100011002,129,824,0.15655339805825244
1932,530330100011003,19,824,0.023058252427184466
1932,530330100011004,35,824,0.04247572815533981
1932,530330100011005,18,824,0.021844660194174758
1932,530330100011006,47,824,0.05703883495145631
1932,530330100011010,95,824,0.11529126213592233
1932,530330100023000,40,824,0.04854368932038835
1932,530330100023001,48,824,0.05825242718446602
1932,530330100023002,22,824,0.02669902912621359
1932,530330100023012,27,824,0.032766990291262135
1932,530330100023013,46,824,0.055825242718446605
1932,530330100023014,23,824,0.027912621359223302
1932,530330100023015,33,824,0.04004854368932039
1932,530330100023016,20,824,0.024271844660194174
1932,530330100023017,35,824,0.04247572815533981
1932,530330100023027,35,824,0.04247572815533981
1932,530330100023028,18,824,0.021844660194174758
1932,530330100023029,27,824,0.032766990291262135
1934,530330095003047,14,1301,0.010760953112990008
1934,530330095004000,45,1301,0.034588777863182166
1934,530330095004001,40,1301,0.030745580322828592
1934,530330095004002,28,1301,0.021521906225980016
1934,530330095004003,368,1301,0.2828593389700231
1934,530330095004006,43,1301,0.033051498847040735
1934,530330095004007,73,1301,0.056110684089162186
1934,530330095004008,37,1301,0.02843966179861645
1934,530330095004009,56,1301,0.04304381245196003
1934,530330095004010,56,1301,0.04304381245196003
1934,530330095004011,69,1301,0.053036126056879324
1934,530330095004012,54,1301,0.0415065334358186
1934,530330095004013,13,1301,0.009992313604919293
1934,530330095004015,29,1301,0.022290545734050732
1934,530330095004016,38,1301,0.029208301306687164
1934,530330095004017,72,1301,0.05534204458109147
1934,530330095004018,84,1301,0.06456571867794005
1934,530330095004024,68,1301,0.05226748654880861
1934,530330095004025,75,1301,0.05764796310530361
1934,530330095004026,39,1301,0.02997694081475788
1935,530330095003017,65,374,0.17379679144385027
1935,530330095003022,4,374,0.0106951871657754
1935,530330095003023,46,374,0.12299465240641712
1935,530330095003024,55,374,0.14705882352941177
1935,530330095003026,43,374,0.11497326203208556
1935,530330095003027,69,374,0.18449197860962566
1935,530330095003028,65,374,0.17379679144385027
1935,530330095003032,27,374,0.07219251336898395
1936,530330095003005,102,357,0.2857142857142857
1936,530330095003011,23,357,0.06442577030812324
1936,530330095003012,17,357,0.047619047619047616
1936,530330095003013,22,357,0.06162464985994398
1936,530330095003014,7,357,0.0196078431372549
1936,530330095003015,44,357,0.12324929971988796
1936,530330095003016,20,357,0.056022408963585436
1936,530330095003018,41,357,0.11484593837535013
1936,530330095003019,15,357,0.04201680672268908
1936,530330095003020,14,357,0.0392156862745098
1936,530330095003021,19,357,0.05322128851540616
1936,530330095003034,26,357,0.07282913165266107
1936,530330095003035,7,357,0.0196078431372549
1937,530330095003009,22,412,0.05339805825242718
1937,530330095003010,25,412,0.06067961165048544
1937,530330095003038,27,412,0.06553398058252427
1937,530330095003039,39,412,0.09466019417475728
1937,530330095003042,31,412,0.07524271844660194
1937,530330095003051,41,412,0.09951456310679611
1937,530330095003052,36,412,0.08737864077669903
1937,530330095003053,18,412,0.043689320388349516
1937,530330101022001,26,412,0.06310679611650485
1937,530330101022002,46,412,0.11165048543689321
1937,530330101022003,26,412,0.06310679611650485
1937,530330101022007,13,412,0.03155339805825243
1937,530330101023000,28,412,0.06796116504854369
1937,530330101023001,34,412,0.0825242718446602
1938,530330095003029,46,446,0.1031390134529148
1938,530330095003030,53,446,0.11883408071748879
1938,530330095003031,45,446,0.10089686098654709
1938,530330095003041,47,446,0.10538116591928251
1938,530330095003043,33,446,0.07399103139013453
1938,530330095003044,59,446,0.13228699551569506
1938,530330095003045,26,446,0.05829596412556054
1938,530330095003048,32,446,0.07174887892376682
1938,530330095003049,61,446,0.1367713004484305
1938,530330095003050,44,446,0.09865470852017937
1940,530330100011007,20,897,0.022296544035674472
1940,530330100011008,32,897,0.03567447045707915
1940,530330100011009,24,897,0.026755852842809364
1940,530330100011015,40,897,0.044593088071348944
1940,530330100011022,39,897,0.043478260869565216
1940,530330100021000,31,897,0.03455964325529543
1940,530330100021001,27,897,0.030100334448160536
1940,530330100021002,35,897,0.03901895206243032
1940,530330100021003,59,897,0.06577480490523968
1940,530330100021004,44,897,0.04905239687848383
1940,530330100021005,59,897,0.06577480490523968
1940,530330100021013,37,897,0.04124860646599777
1940,530330100021014,53,897,0.059085841694537344
1940,530330100021015,43,897,0.04793756967670011
1940,530330100021016,43,897,0.04793756967670011
1940,530330100021017,40,897,0.044593088071348944
1940,530330100021018,42,897,0.046822742474916385
1940,530330100021019,52,897,0.057971014492753624
1940,530330100021020,61,897,0.06800445930880714
1940,530330100021021,63,897,0.07023411371237458
1940,530330100021022,53,897,0.059085841694537344
1941,530330100021006,64,782,0.08184143222506395
1941,530330100021007,31,782,0.03964194373401535
1941,530330100021008,29,782,0.0370843989769821
1941,530330100021009,52,782,0.06649616368286446
1941,530330100021010,31,782,0.03964194373401535
1941,530330100021011,35,782,0.04475703324808184
1941,530330100021012,93,782,0.11892583120204604
1941,530330100021023,89,782,0.11381074168797954
1941,530330100021024,30,782,0.03836317135549872
1941,530330100021025,40,782,0.05115089514066496
1941,530330100021026,52,782,0.06649616368286446
1941,530330100021027,58,782,0.0741687979539642
1941,530330100022013,39,782,0.049872122762148335
1941,530330100022022,44,782,0.056265984654731455
1941,530330100022023,95,782,0.12148337595907928
1942,530330093003000,170,999,0.17017017017017017
1942,530330093003001,36,999,0.036036036036036036
1942,530330093003002,28,999,0.028028028028028028
1942,530330093003003,32,999,0.03203203203203203
1942,530330093003004,44,999,0.044044044044044044
1942,530330093003169,26,999,0.026026026026026026
1942,530330100012003,59,999,0.05905905905905906
1942,530330100021028,41,999,0.04104104104104104
1942,530330100021029,146,999,0.14614614614614616
1942,530330100022014,42,999,0.042042042042042045
1942,530330100022018,40,999,0.04004004004004004
1942,530330100022019,51,999,0.05105105105105105
1942,530330100022020,37,999,0.037037037037037035
1942,530330100022021,40,999,0.04004004004004004
1942,530330100022024,42,999,0.042042042042042045
1942,530330100022025,91,999,0.09109109109109109
1942,530330100022026,49,999,0.04904904904904905
1942,530330100022027,25,999,0.025025025025025027
1944,530330100011016,73,1804,0.040465631929046564
1944,530330100011017,11,1804,0.006097560975609756
1944,530330100013000,17,1804,0.009423503325942351
1944,530330100013001,27,1804,0.014966740576496674
1944,530330100013002,29,1804,0.01607538802660754
1944,530330100013003,123,1804,0.06818181818181818
1944,530330100013004,363,1804,0.20121951219512196
1944,530330100013006,12,1804,0.0066518847006651885
1944,530330100013007,14,1804,0.007760532150776054
1944,530330100013008,85,1804,0.04711751662971175
1944,530330100013009,114,1804,0.06319290465631928
1944,530330100013010,126,1804,0.06984478935698447
1944,530330100013011,214,1804,0.11862527716186252
1944,530330100013013,19,1804,0.010532150776053215
1944,530330100013015,146,1804,0.08093126385809313
1944,530330100013016,28,1804,0.015521064301552107
1944,530330100013018,116,1804,0.06430155210643015
1944,530330100013019,78,1804,0.043237250554323724
1944,530330100013020,209,1804,0.11585365853658537
1945,530330093003148,41,1241,0.033037872683319904
1945,530330093003149,32,1241,0.0257856567284448
1945,530330093003150,33,1241,0.0265914585012087
1945,530330093003151,160,1241,0.128928283642224
1945,530330093003152,25,1241,0.020145044319097503
1945,530330093003153,51,1241,0.0410958904109589
1945,530330093003154,16,1241,0.0128928283642224
1945,530330093003155,110,1241,0.088638195004029
1945,530330093003156,17,1241,0.0136986301369863
1945,530330093003174,19,1241,0.015310233682514102
1945,530330100012013,125,1241,0.10072522159548751
1945,530330100012014,62,1241,0.0499597099113618
1945,530330100012016,60,1241,0.048348106365834004
1945,530330100012017,77,1241,0.062046736502820304
1945,530330100012018,40,1241,0.032232070910556
1945,530330100012019,74,1241,0.05962933118452861
1945,530330100012020,97,1241,0.0781627719580983
1945,530330100012021,31,1241,0.0249798549556809
1945,530330104024000,27,1241,0.021756647864625302
1945,530330104024001,64,1241,0.0515713134568896
1945,530330104024002,53,1241,0.0427074939564867
1945,530330104024005,27,1241,0.021756647864625302
1947,530330100012000,165,1364,0.12096774193548387
1947,530330100012004,75,1364,0.05498533724340176
